,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43
0,1,-0.379586093,0.375785888,0.393214409,0.403332935,0.380034467,0.383016205,0.115178637,-0.034895388,0.016890133,-0.008672348,-0.037597276,0.02694441,-0.006307059,0.016760827,-0.006507793,-0.001174036,-0.020026866,-0.032142102,-0.020730205,-0.011649595,-0.009532037,-0.005347666,0.004324077,-0.004872675,-0.014232584,-0.007897431,-0.037215285,-0.018777351,0.00875885,0.004155166,0.004346226,0.002658446,-0.0044221,0.003530361,0.001955918,0.015259647,-0.022096404,0.009248589,0.001119597,-0.005006856,0.001407904,0.003723727,-0.004485692
1,-0.379586093,1,-0.320473988,-0.320397993,-0.319474121,-0.304688716,-0.303767001,-0.085729052,0.017581772,-0.016156868,0.034523097,0.002476011,-0.011134192,0.006198067,-0.014689937,0.007694846,-0.019316286,-0.00570904,-0.001623516,-0.009116883,0.002870655,-0.007419716,-0.008986151,-0.040305245,-0.001276129,0.014028607,-0.001844292,-0.023649878,0.005635663,-0.045453719,-0.020147374,-0.020205897,0.000402653,0.006918126,-0.011769651,-0.024715715,-0.014838052,0.039571152,-0.01716142,-0.017673398,0.008257298,0.01595347,2.26E-05,-0.013061375
2,0.375785888,-0.320473988,1,0.125020423,0.526908809,0.29140421,0.265476253,0.028834897,-0.020492933,0.01513264,-0.029989993,-0.018576222,-0.000664586,-0.001101963,-0.006620788,-0.032491991,0.012741507,-0.005947253,-0.028423864,0.006777013,0.010385812,9.68E-05,-0.023622505,0.045378569,0.036790629,-0.041096469,-0.147931797,-0.00576214,0.005343943,0.03988039,-0.021390627,0.029713361,0.033482781,-0.045072602,0.052064128,0.001812875,0.047330197,-0.058327818,0.070824458,0.027617421,-0.010190959,-0.022906828,-0.005021774,0.020595222
3,0.393214409,-0.320397993,0.125020423,1,0.265394384,0.320191551,0.317869659,0.109072577,-0.025882318,0.008028006,-0.007987143,-0.01471488,0.001937772,-0.021706502,0.021039039,0.007151244,-0.007467245,0.004998243,-0.011784767,-0.023110421,-0.002418362,-0.003775343,0.001743667,-0.01585983,-0.016352416,-0.006506493,0.187093789,-0.019605804,-0.039004274,-0.005393495,0.003489616,-0.015425174,-0.0220165,0.025825421,-0.017907166,-0.022133395,-0.019161927,0.004997367,-0.022315749,-0.014378709,0.000311523,0.010761976,-0.011652858,-0.011899809
4,0.403332935,-0.319474121,0.526908809,0.265394384,1,0.301253495,0.273884193,-0.004492177,-0.023464006,0.013322291,-0.029257463,-0.004768183,0.037682885,-0.013243739,0.018164479,-0.028485851,0.016599149,-0.005660471,-0.030932846,0.008134095,-0.015290511,-0.01810405,-0.028738338,0.037650736,0.040303409,-0.044511569,-0.035216001,-0.020796405,0.009153217,0.027715851,-0.008268395,0.027650895,0.037288528,-0.045556016,0.035219337,-0.003714987,0.05584884,-0.044174815,0.056396785,0.050423089,-0.023534747,0.006226705,-0.010368256,0.047962518
5,0.380034467,-0.304688716,0.29140421,0.320191551,0.301253495,1,0.421756205,0.239591897,-0.011555695,-0.009950345,-0.009170968,-0.018932027,-0.008303676,-0.014788249,0.007814607,0.041722604,-0.010269952,0.249975846,0.276028101,0.124493407,-0.068147239,-0.013488538,-0.006382933,0.04237945,-0.009821481,-0.006735443,0.015398108,0.015929314,0.019474585,0.055707829,0.029440639,0.039188721,0.019504592,0.025355915,-0.012578221,0.129751524,0.001097913,-0.027378824,0.012319466,0.109608782,0.001903994,-0.000702415,0.09467625,0.108350374
6,0.383016205,-0.303767001,0.265476253,0.317869659,0.273884193,0.421756205,1,0.512454918,-0.024831341,-0.010775747,-0.041058835,-0.018358761,0.005590865,0.001788021,0.010656159,0.065601556,0.00871386,0.097929574,0.120210727,0.046399185,-0.017613688,-0.012686,0.001408854,-0.013354396,-0.016239725,0.018703771,0.030797799,0.020542047,-0.005737968,0.015840744,0.023472562,-0.000347731,-0.026252242,-0.002675266,-0.020018794,0.071832636,0.007152844,-0.020571018,-0.030287958,0.022842719,-0.001047565,-0.022258883,0.034752988,0.028617829
7,0.115178637,-0.085729052,0.028834897,0.109072577,-0.004492177,0.239591897,0.512454918,1,-0.004052554,-0.005539779,0.007515402,0.009981033,0.02790684,-0.00145955,0.009010687,0.068205345,0.011292762,0.12096908,0.1738059,0.047781122,-0.018762822,-0.003344413,-0.004717923,-0.023180088,-0.024021928,0.044972975,0.103351006,0.011419303,-0.002822462,-0.006162139,0.023597735,-0.010269463,-0.023822551,-0.007919275,-0.050827853,0.076340404,-0.027850539,0.000519241,-0.064772728,-0.004096053,0.018944517,-0.012007488,0.037281432,0.011488334
8,-0.034895388,0.017581772,-0.020492933,-0.025882318,-0.023464006,-0.011555695,-0.024831341,-0.004052554,1,-0.456960611,-0.070870074,0.442075223,-0.305939609,0.451876464,-0.286800649,0.005615235,-0.021954131,-0.012322986,0.004789113,-0.025979333,-0.00644518,-0.009955527,-0.022696833,-0.030147536,-0.021591746,0.004448354,0.005082738,0.005215366,-0.009987746,-0.009603123,-0.003377702,0.001368408,-0.020441513,-0.012253995,-0.013705661,-0.006953511,0.007960284,-0.004918651,-0.025964842,-0.009955152,0.013989545,-8.07E-05,-0.0261508,-0.021449914
9,0.016890133,-0.016156868,0.01513264,0.008028006,0.013322291,-0.009950345,-0.010775747,-0.005539779,-0.456960611,1,0.034820511,-0.46224233,0.304129531,-0.459698828,0.294180416,0.011043484,0.054349467,0.009205869,0.007908879,0.006364945,0.036452968,0.03239022,0.019168379,0.02835433,0.025379521,0.005233091,0.007245839,-0.000328449,0.023621278,0.02819615,-0.005894732,0.01372123,0.023897626,0.042454279,0.017815307,-0.015157429,-0.009786895,-0.035967016,0.025448383,-0.006096363,0.016806917,0.005876385,0.016052077,0.018865179
10,-0.008672348,0.034523097,-0.029989993,-0.007987143,-0.029257463,-0.009170968,-0.041058835,0.007515402,-0.070870074,0.034820511,1,-0.034806928,-0.006243942,-0.047390815,0.016534074,-0.00877494,0.015489363,0.016326794,0.001366711,0.029187587,-0.013489815,0.012676455,0.006945254,-0.003551555,0.006780693,-0.008146436,0.02877946,0.031001379,0.004562237,0.010250629,0.004466748,0.01685982,0.015126152,0.012964955,0.024084655,0.01955387,0.00159986,-0.000317129,0.01957906,0.038121284,-0.005232949,-0.002504043,0.027631111,0.021495538
11,-0.037597276,0.002476011,-0.018576222,-0.01471488,-0.004768183,-0.018932027,-0.018358761,0.009981033,0.442075223,-0.46224233,-0.034806928,1,-0.291982038,0.447573374,-0.279153316,0.004275127,-0.024126813,-0.0218816,0.004410111,-0.004166351,-0.008013064,-0.011043999,0.007145706,-0.00322671,0.00279049,-0.00543348,0.020400427,0.021145562,0.023997266,0.014307383,0.022238427,0.00753336,0.001848589,-0.003710552,-0.016328413,-0.003376108,0.000497832,0.002083337,0.00234988,0.004442831,0.015557594,0.018138111,-0.007252732,0.007274281
12,0.02694441,-0.011134192,-0.000664586,0.001937772,0.037682885,-0.008303676,0.005590865,0.02790684,-0.305939609,0.304129531,-0.006243942,-0.291982038,1,-0.208380349,0.610613102,0.006154331,0.043017666,0.004512868,0.01324916,0.012190485,0.002479729,0.012930363,0.013408168,0.010317362,0.009549241,0.0297416,-0.013334917,0.01068196,-0.004507357,0.008108391,0.011753333,-0.000665908,0.019589632,0.039012649,0.008447077,0.001243354,-0.014043725,-0.010365072,0.008589058,-0.002807003,-0.009090295,-0.000873483,0.004155751,0.006783417
13,-0.006307059,0.006198067,-0.001101963,-0.021706502,-0.013243739,-0.014788249,0.001788021,-0.00145955,0.451876464,-0.459698828,-0.047390815,0.447573374,-0.208380349,1,-0.216572253,-0.017367513,-0.052775337,-0.040761986,-0.023291438,-0.018049238,-0.047399581,-0.033455006,-0.022652273,-0.014859666,-0.003323877,-0.009977134,0.006051814,-0.014181652,-0.01866051,0.006389473,0.004046424,-0.014875131,-0.017887082,-0.024150285,-0.028627451,-0.017371331,-0.010339848,0.020687825,-0.034370525,-0.013953657,-0.004155737,0.006693243,-0.025274596,-0.03057763
14,0.016760827,-0.014689937,-0.006620788,0.021039039,0.018164479,0.007814607,0.010656159,0.009010687,-0.286800649,0.294180416,0.016534074,-0.279153316,0.610613102,-0.216572253,1,0.006415851,0.047560358,0.019772765,0.022020677,0.036320888,0.016223774,0.031047345,0.005681339,0.021423317,0.004531024,0.0190651,-0.005537583,0.021528898,0.008087578,0.009643992,0.011365354,0.00625984,0.018589129,0.040045357,0.001335148,0.023518018,0.006497329,-0.020186695,0.009170068,0.010775376,0.033694871,0.006563793,0.024226612,0.015647514
15,-0.006507793,0.007694846,-0.032491991,0.007151244,-0.028485851,0.041722604,0.065601556,0.068205345,0.005615235,0.011043484,-0.00877494,0.004275127,0.006154331,-0.017367513,0.006415851,1,-0.005052338,0.034819767,0.072191356,0.089523125,-0.011616419,0.01969569,0.036505405,-0.001053531,-0.019124376,0.062248974,-0.017655282,-0.014574845,0.008144503,0.003283277,0.029293004,-0.009753136,-0.016642543,-0.000423096,-0.0058161,0.116496285,-0.009244631,-0.007321319,-0.079232778,0.030593316,0.003939561,-0.008939254,0.065503668,0.043275432
16,-0.001174036,-0.019316286,0.012741507,-0.007467245,0.016599149,-0.010269952,0.00871386,0.011292762,-0.021954131,0.054349467,0.015489363,-0.024126813,0.043017666,-0.052775337,0.047560358,-0.005052338,1,0.37812195,0.149192409,0.245572169,0.275128824,0.445741162,0.272518906,0.380375111,0.444209452,-0.191204698,0.191287654,0.378284399,0.3661607,0.374706983,0.397411251,0.374910608,0.402465606,0.365810102,0.427132356,0.039793847,0.392887207,-0.438741611,0.347989678,0.214167753,0.058165185,0.057355762,0.182237247,0.207133801
17,-0.020026866,-0.00570904,-0.005947253,0.004998243,-0.005660471,0.249975846,0.097929574,0.12096908,-0.012322986,0.009205869,0.016326794,-0.0218816,0.004512868,-0.040761986,0.019772765,0.034819767,0.37812195,1,0.46163233,0.371156497,0.15114973,0.372194094,0.229574469,0.335951754,0.338631726,-0.150625768,0.195359498,0.325237548,0.352684407,0.377335191,0.341623446,0.339199319,0.329848539,0.32621626,0.341772344,0.184365156,0.329547614,-0.346932079,0.302817686,0.310148005,0.064872334,0.05853297,0.272876953,0.322645092
18,-0.032142102,-0.001623516,-0.028423864,-0.011784767,-0.030932846,0.276028101,0.120210727,0.1738059,0.004789113,0.007908879,0.001366711,0.004410111,0.01324916,-0.023291438,0.022020677,0.072191356,0.149192409,0.46163233,1,0.312067071,-0.006216684,0.125989574,0.070619943,0.152558691,0.107987871,-0.026262467,0.089874026,0.16348394,0.165669358,0.173223014,0.170977764,0.14070215,0.135956272,0.135408161,0.104796502,0.261783302,0.106037412,-0.121218481,0.121243881,0.258068881,0.022087142,0.00978218,0.214996279,0.25701804
19,-0.020730205,-0.009116883,0.006777013,-0.023110421,0.008134095,0.124493407,0.046399185,0.047781122,-0.025979333,0.006364945,0.029187587,-0.004166351,0.012190485,-0.018049238,0.036320888,0.089523125,0.245572169,0.371156497,0.312067071,1,-0.056306366,0.234408432,0.156422773,0.319721831,0.230877566,-0.095752062,0.138708654,0.33240975,0.366231784,0.372401461,0.364132589,0.335123622,0.320728024,0.293654319,0.206103255,0.540132802,0.220766034,-0.253626426,0.293985574,0.670909083,0.061905022,0.092656761,0.57252863,0.696530989
20,-0.011649595,0.002870655,0.010385812,-0.002418362,-0.015290511,-0.068147239,-0.017613688,-0.018762822,-0.00644518,0.036452968,-0.013489815,-0.008013064,0.002479729,-0.047399581,0.016223774,-0.011616419,0.275128824,0.15114973,-0.006216684,-0.056306366,1,0.225690338,0.135160215,0.166854602,0.226043081,-0.096830452,0.104005291,0.154028989,0.167415631,0.137663581,0.155914428,0.181231194,0.167587242,0.183362637,0.23103308,-0.138346025,0.226807387,-0.206286189,0.146786042,-0.061309574,0.010019621,0.017133109,-0.048115976,-0.070527071
21,-0.009532037,-0.007419716,9.68E-05,-0.003775343,-0.01810405,-0.013488538,-0.012686,-0.003344413,-0.009955527,0.03239022,0.012676455,-0.011043999,0.012930363,-0.033455006,0.031047345,0.01969569,0.445741162,0.372194094,0.125989574,0.234408432,0.225690338,1,0.369779042,0.380955047,0.368094186,-0.047014911,0.15080799,0.35187454,0.347590492,0.353815621,0.333443049,0.341899921,0.346075993,0.355087018,0.355044814,0.033666167,0.363235688,-0.402999306,0.347274745,0.207157093,0.055119691,0.016886154,0.241369203,0.239338519
22,-0.005347666,-0.008986151,-0.023622505,0.001743667,-0.028738338,-0.006382933,0.001408854,-0.004717923,-0.022696833,0.019168379,0.006945254,0.007145706,0.013408168,-0.022652273,0.005681339,0.036505405,0.272518906,0.229574469,0.070619943,0.156422773,0.135160215,0.369779042,1,0.255557079,0.21644891,0.016838578,0.120910774,0.195223179,0.206717186,0.220036173,0.20994373,0.206467062,0.205820175,0.222320157,0.22083832,0.022271812,0.225883764,-0.249833881,0.261974462,0.160823545,0.013128709,0.050554298,0.477894642,0.262201585
23,0.004324077,-0.040305245,0.045378569,-0.01585983,0.037650736,0.04237945,-0.013354396,-0.023180088,-0.030147536,0.02835433,-0.003551555,-0.00322671,0.010317362,-0.014859666,0.021423317,-0.001053531,0.380375111,0.335951754,0.152558691,0.319721831,0.166854602,0.380955047,0.255557079,1,0.389686906,-0.143025807,0.21506214,0.327132278,0.347563017,0.370400555,0.31991332,0.376472569,0.384904782,0.343524948,0.356283761,0.092956067,0.361692296,-0.372358779,0.438853051,0.370313741,0.054469327,0.063422894,0.291658782,0.360076105
24,-0.004872675,-0.001276129,0.036790629,-0.016352416,0.040303409,-0.009821481,-0.016239725,-0.024021928,-0.021591746,0.025379521,0.006780693,0.00279049,0.009549241,-0.003323877,0.004531024,-0.019124376,0.444209452,0.338631726,0.107987871,0.230877566,0.226043081,0.368094186,0.21644891,0.389686906,1,-0.448894744,0.356790544,0.410370118,0.434107191,0.41558167,0.423954667,0.430244657,0.425508983,0.411394417,0.497352412,-0.040581236,0.412445613,-0.425749635,0.481120693,0.295695547,0.053473089,0.093386169,0.155034302,0.287041391
25,-0.014232584,0.014028607,-0.041096469,-0.006506493,-0.044511569,-0.006735443,0.018703771,0.044972975,0.004448354,0.005233091,-0.008146436,-0.00543348,0.0297416,-0.009977134,0.0190651,0.062248974,-0.191204698,-0.150625768,-0.026262467,-0.095752062,-0.096830452,-0.047014911,0.016838578,-0.143025807,-0.448894744,1,-0.426571876,-0.308829393,-0.288059393,-0.272106335,-0.319548366,-0.279392012,-0.286343253,-0.279032667,-0.412873282,0.092698237,-0.242547785,0.215523666,-0.362263496,-0.213664318,-0.028578461,-0.126637737,0.011636358,-0.168388346
26,-0.007897431,-0.001844292,-0.147931797,0.187093789,-0.035216001,0.015398108,0.030797799,0.103351006,0.005082738,0.007245839,0.02877946,0.020400427,-0.013334917,0.006051814,-0.005537583,-0.017655282,0.191287654,0.195359498,0.089874026,0.138708654,0.104005291,0.15080799,0.120910774,0.21506214,0.356790544,-0.426571876,1,0.271673528,0.253533378,0.274925448,0.282860617,0.282646621,0.284447525,0.322112214,0.324915813,-0.0675157,0.231704951,-0.23933964,0.363576019,0.263632838,0.027212719,0.095459102,0.104825075,0.222146283
27,-0.037215285,-0.023649878,-0.00576214,-0.019605804,-0.020796405,0.015929314,0.020542047,0.011419303,0.005215366,-0.000328449,0.031001379,0.021145562,0.01068196,-0.014181652,0.021528898,-0.014574845,0.378284399,0.325237548,0.16348394,0.33240975,0.154028989,0.35187454,0.195223179,0.327132278,0.410370118,-0.308829393,0.271673528,1,0.389858204,0.395411371,0.423035788,0.364871687,0.366305987,0.354589721,0.400093868,0.146212305,0.320421089,-0.332548345,0.365401002,0.340317422,0.023573834,0.08788082,0.21973938,0.319414443
28,-0.018777351,0.005635663,0.005343943,-0.039004274,0.009153217,0.019474585,-0.005737968,-0.002822462,-0.009987746,0.023621278,0.004562237,0.023997266,-0.004507357,-0.01866051,0.008087578,0.008144503,0.3661607,0.352684407,0.165669358,0.366231784,0.167415631,0.347590492,0.206717186,0.347563017,0.434107191,-0.288059393,0.253533378,0.389858204,1,0.383594318,0.390342634,0.395562238,0.366179854,0.362500904,0.406565147,0.124494444,0.354259653,-0.361137047,0.431451425,0.389947599,0.066935303,0.099201173,0.256579509,0.388249332
29,0.00875885,-0.045453719,0.03988039,-0.005393495,0.027715851,0.055707829,0.015840744,-0.006162139,-0.009603123,0.02819615,0.010250629,0.014307383,0.008108391,0.006389473,0.009643992,0.003283277,0.374706983,0.377335191,0.173223014,0.372401461,0.137663581,0.353815621,0.220036173,0.370400555,0.41558167,-0.272106335,0.274925448,0.395411371,0.383594318,1,0.398456507,0.41924581,0.432245199,0.415130188,0.400916745,0.148474923,0.373912588,-0.363896806,0.434434883,0.411982904,0.051695056,0.093973156,0.264207572,0.393438705
30,0.004155166,-0.020147374,-0.021390627,0.003489616,-0.008268395,0.029440639,0.023472562,0.023597735,-0.003377702,-0.005894732,0.004466748,0.022238427,0.011753333,0.004046424,0.011365354,0.029293004,0.397411251,0.341623446,0.170977764,0.364132589,0.155914428,0.333443049,0.20994373,0.31991332,0.423954667,-0.319548366,0.282860617,0.423035788,0.390342634,0.398456507,1,0.395814747,0.397644907,0.379445063,0.381776714,0.184550526,0.33406214,-0.355815932,0.385025308,0.35875308,0.066632981,0.100603148,0.249687064,0.367072869
31,0.004346226,-0.020205897,0.029713361,-0.015425174,0.027650895,0.039188721,-0.000347731,-0.010269463,0.001368408,0.01372123,0.01685982,0.00753336,-0.000665908,-0.014875131,0.00625984,-0.009753136,0.374910608,0.339199319,0.14070215,0.335123622,0.181231194,0.341899921,0.206467062,0.376472569,0.430244657,-0.279392012,0.282646621,0.364871687,0.395562238,0.41924581,0.395814747,1,0.465537114,0.438238408,0.402480644,0.105213998,0.403281939,-0.395609434,0.506285727,0.40815955,0.044998339,0.103723826,0.240049084,0.392955026
32,0.002658446,0.000402653,0.033482781,-0.0220165,0.037288528,0.019504592,-0.026252242,-0.023822551,-0.020441513,0.023897626,0.015126152,0.001848589,0.019589632,-0.017887082,0.018589129,-0.016642543,0.402465606,0.329848539,0.135956272,0.320728024,0.167587242,0.346075993,0.205820175,0.384904782,0.425508983,-0.286343253,0.284447525,0.366305987,0.366179854,0.432245199,0.397644907,0.465537114,1,0.570094819,0.397171616,0.100117514,0.387050048,-0.377562842,0.508712262,0.395937498,0.058546341,0.109360342,0.229546927,0.366941232
33,-0.0044221,0.006918126,-0.045072602,0.025825421,-0.045556016,0.025355915,-0.002675266,-0.007919275,-0.012253995,0.042454279,0.012964955,-0.003710552,0.039012649,-0.024150285,0.040045357,-0.000423096,0.365810102,0.32621626,0.135408161,0.293654319,0.183362637,0.355087018,0.222320157,0.343524948,0.411394417,-0.279032667,0.322112214,0.354589721,0.362500904,0.415130188,0.379445063,0.438238408,0.570094819,1,0.403982757,0.081088709,0.355056239,-0.374570921,0.451724522,0.355840236,0.046562925,0.076574379,0.208740091,0.337021601
34,0.003530361,-0.011769651,0.052064128,-0.017907166,0.035219337,-0.012578221,-0.020018794,-0.050827853,-0.013705661,0.017815307,0.024084655,-0.016328413,0.008447077,-0.028627451,0.001335148,-0.0058161,0.427132356,0.341772344,0.104796502,0.206103255,0.23103308,0.355044814,0.22083832,0.356283761,0.497352412,-0.412873282,0.324915813,0.400093868,0.406565147,0.400916745,0.381776714,0.402480644,0.397171616,0.403982757,1,-0.033335016,0.40174784,-0.392041581,0.472203668,0.27532322,0.035519706,-0.113590456,0.165410631,0.248868618
35,0.001955918,-0.024715715,0.001812875,-0.022133395,-0.003714987,0.129751524,0.071832636,0.076340404,-0.006953511,-0.015157429,0.01955387,-0.003376108,0.001243354,-0.017371331,0.023518018,0.116496285,0.039793847,0.184365156,0.261783302,0.540132802,-0.138346025,0.033666167,0.022271812,0.092956067,-0.040581236,0.092698237,-0.0675157,0.146212305,0.124494444,0.148474923,0.184550526,0.105213998,0.100117514,0.081088709,-0.033335016,1,-0.019951552,0.006904704,0.010961016,0.394993064,0.048416307,0.004601804,0.377784272,0.419329558
36,0.015259647,-0.014838052,0.047330197,-0.019161927,0.05584884,0.001097913,0.007152844,-0.027850539,0.007960284,-0.009786895,0.00159986,0.000497832,-0.014043725,-0.010339848,0.006497329,-0.009244631,0.392887207,0.329547614,0.106037412,0.220766034,0.226807387,0.363235688,0.225883764,0.361692296,0.412445613,-0.242547785,0.231704951,0.320421089,0.354259653,0.373912588,0.33406214,0.403281939,0.387050048,0.355056239,0.40174784,-0.019951552,1,-0.384188652,0.393881028,0.24388904,0.039458638,0.078694873,0.167408675,0.232705851
37,-0.022096404,0.039571152,-0.058327818,0.004997367,-0.044174815,-0.027378824,-0.020571018,0.000519241,-0.004918651,-0.035967016,-0.000317129,0.002083337,-0.010365072,0.020687825,-0.020186695,-0.007321319,-0.438741611,-0.346932079,-0.121218481,-0.253626426,-0.206286189,-0.402999306,-0.249833881,-0.372358779,-0.425749635,0.215523666,-0.23933964,-0.332548345,-0.361137047,-0.363896806,-0.355815932,-0.395609434,-0.377562842,-0.374570921,-0.392041581,0.006904704,-0.384188652,1,-0.381218771,-0.243928386,-0.058602757,-0.080326528,-0.181705892,-0.252285807
38,0.009248589,-0.01716142,0.070824458,-0.022315749,0.056396785,0.012319466,-0.030287958,-0.064772728,-0.025964842,0.025448383,0.01957906,0.00234988,0.008589058,-0.034370525,0.009170068,-0.079232778,0.347989678,0.302817686,0.121243881,0.293985574,0.146786042,0.347274745,0.261974462,0.438853051,0.481120693,-0.362263496,0.363576019,0.365401002,0.431451425,0.434434883,0.385025308,0.506285727,0.508712262,0.451724522,0.472203668,0.010961016,0.393881028,-0.381218771,1,0.486547254,0.060225131,0.10844235,0.263508509,0.456188468
39,0.001119597,-0.017673398,0.027617421,-0.014378709,0.050423089,0.109608782,0.022842719,-0.004096053,-0.009955152,-0.006096363,0.038121284,0.004442831,-0.002807003,-0.013953657,0.010775376,0.030593316,0.214167753,0.310148005,0.258068881,0.670909083,-0.061309574,0.207157093,0.160823545,0.370313741,0.295695547,-0.213664318,0.263632838,0.340317422,0.389947599,0.411982904,0.35875308,0.40815955,0.395937498,0.355840236,0.27532322,0.394993064,0.24388904,-0.243928386,0.486547254,1,0.039151703,0.109728723,0.540485428,0.786733339
40,-0.005006856,0.008257298,-0.010190959,0.000311523,-0.023534747,0.001903994,-0.001047565,0.018944517,0.013989545,0.016806917,-0.005232949,0.015557594,-0.009090295,-0.004155737,0.033694871,0.003939561,0.058165185,0.064872334,0.022087142,0.061905022,0.010019621,0.055119691,0.013128709,0.054469327,0.053473089,-0.028578461,0.027212719,0.023573834,0.066935303,0.051695056,0.066632981,0.044998339,0.058546341,0.046562925,0.035519706,0.048416307,0.039458638,-0.058602757,0.060225131,0.039151703,1,0.021071415,0.047751192,0.051439336
41,0.001407904,0.01595347,-0.022906828,0.010761976,0.006226705,-0.000702415,-0.022258883,-0.012007488,-8.07E-05,0.005876385,-0.002504043,0.018138111,-0.000873483,0.006693243,0.006563793,-0.008939254,0.057355762,0.05853297,0.00978218,0.092656761,0.017133109,0.016886154,0.050554298,0.063422894,0.093386169,-0.126637737,0.095459102,0.08788082,0.099201173,0.093973156,0.100603148,0.103723826,0.109360342,0.076574379,-0.113590456,0.004601804,0.078694873,-0.080326528,0.10844235,0.109728723,0.021071415,1,0.08285493,0.114629422
42,0.003723727,2.26E-05,-0.005021774,-0.011652858,-0.010368256,0.09467625,0.034752988,0.037281432,-0.0261508,0.016052077,0.027631111,-0.007252732,0.004155751,-0.025274596,0.024226612,0.065503668,0.182237247,0.272876953,0.214996279,0.57252863,-0.048115976,0.241369203,0.477894642,0.291658782,0.155034302,0.011636358,0.104825075,0.21973938,0.256579509,0.264207572,0.249687064,0.240049084,0.229546927,0.208740091,0.165410631,0.377784272,0.167408675,-0.181705892,0.263508509,0.540485428,0.047751192,0.08285493,1,0.648527556
43,-0.004485692,-0.013061375,0.020595222,-0.011899809,0.047962518,0.108350374,0.028617829,0.011488334,-0.021449914,0.018865179,0.021495538,0.007274281,0.006783417,-0.03057763,0.015647514,0.043275432,0.207133801,0.322645092,0.25701804,0.696530989,-0.070527071,0.239338519,0.262201585,0.360076105,0.287041391,-0.168388346,0.222146283,0.319414443,0.388249332,0.393438705,0.367072869,0.392955026,0.366941232,0.337021601,0.248868618,0.419329558,0.232705851,-0.252285807,0.456188468,0.786733339,0.051439336,0.114629422,0.648527556,1
